total_hcp,dist_spades,dist_hearts,dist_diamonds,dist_clubs,longest_suit,balance_score1,balance_score2,total_controls,total_honor_power
0.5326236412913075,-0.47304991679126596,-0.6352234031660238,0.7970811413304554,0.34608266424225154,-0.5871972628415969,0.7575834892177451,-2.0846582311341115,0.2664393528824736,0.20245269578154756
0.0,-1.6556747087694312,0.4695129501661911,0.1839418018454896,0.8785175323072536,-0.5871972628415969,0.5972483592245714,0.6719146364812428,-0.36047677154687635,-0.2739065884103283
1.065247282582615,-0.47304991679126596,-0.0828552264999163,-0.42919753763947616,0.8785175323072536,-0.5871972628415969,-1.8077785906730315,-2.0846582311341115,0.8933554773118236,0.6788119799734235
0.26631182064565373,1.3008872711759818,1.0218811268322985,-0.42919753763947616,-1.7836568080177566,0.5312737139995393,0.7575834892177451,0.499628832255283,-0.36047677154687635,-0.2739065884103283
-1.065247282582615,0.11826247919781663,-0.6352234031660238,-1.6554762166094077,1.9433872684372577,1.6497446908406754,0.5972483592245714,0.6719146364812428,-0.36047677154687635,-0.988445514698142
0.5326236412913075,-1.0643623127803485,1.0218811268322985,-0.42919753763947616,0.34608266424225154,-0.5871972628415969,0.7575834892177451,-1.2232292100043134,-0.36047677154687635,-0.2739065884103283
1.3315591032282688,-0.47304991679126596,1.0218811268322985,1.410220480815421,-1.7836568080177566,0.5312737139995393,1.3989240091904391,0.499628832255283,0.2664393528824736,0.6788119799734235
-1.065247282582615,-0.47304991679126596,0.4695129501661911,0.7970811413304554,-0.7187870718877526,-0.5871972628415969,-1.0061029407071638,-2.0846582311341115,-0.36047677154687635,-0.988445514698142
-0.26631182064565373,0.7095748751868992,0.4695129501661911,-1.6554762166094077,0.34608266424225154,-0.5871972628415969,1.3989240091904391,0.499628832255283,-0.36047677154687635,0.6788119799734235
0.7989354619369612,-0.47304991679126596,-1.7399597564982385,1.410220480815421,0.8785175323072536,0.5312737139995393,0.5972483592245714,0.499628832255283,0.8933554773118236,0.6788119799734235
1.8641827445195762,-1.0643623127803485,-1.1875915798321313,0.1839418018454896,1.9433872684372577,1.6497446908406754,0.7575834892177451,1.3610578533850812,2.1471877261705234,2.584249116740927
-0.26631182064565373,1.3008872711759818,-2.292327933164346,1.410220480815421,-0.18635220382275053,0.5312737139995393,1.3989240091904391,0.499628832255283,-0.36047677154687635,0.4406323378774855
0.0,-0.47304991679126596,1.0218811268322985,0.1839418018454896,-0.7187870718877526,-0.5871972628415969,0.7575834892177451,-0.36180018887451515,0.2664393528824736,0.20245269578154756
-0.7989354619369612,-1.0643623127803485,-0.6352234031660238,0.1839418018454896,1.4109524003722556,0.5312737139995393,-1.0061029407071638,1.3610578533850812,-0.36047677154687635,-0.5120862305062662
1.065247282582615,0.11826247919781663,0.4695129501661911,-1.042336877124442,0.34608266424225154,-1.7056682396827332,-1.8077785906730315,0.6719146364812428,0.2664393528824736,0.4406323378774855
1.065247282582615,-1.6556747087694312,0.4695129501661911,2.023359820300387,-0.7187870718877526,1.6497446908406754,-1.0061029407071638,-0.36180018887451515,0.8933554773118236,1.3933509062612373
-1.8641827445195762,0.11826247919781663,-0.6352234031660238,1.410220480815421,-0.7187870718877526,0.5312737139995393,-1.0061029407071638,0.6719146364812428,-1.6143090204055763,-1.9411640830818937
-1.3315591032282688,0.7095748751868992,0.4695129501661911,-1.042336877124442,-0.18635220382275053,-0.5871972628415969,0.7575834892177451,1.3610578533850812,-1.6143090204055763,-1.7029844409859558
0.7989354619369612,1.3008872711759818,1.574249303498406,-1.6554762166094077,-1.2512219399527547,0.5312737139995393,-0.20442729074129617,-0.36180018887451515,-0.36047677154687635,0.4406323378774855
-1.3315591032282688,0.7095748751868992,-0.0828552264999163,0.1839418018454896,-0.7187870718877526,-0.5871972628415969,0.5972483592245714,0.6719146364812428,-0.36047677154687635,-0.7502658726022041
0.7989354619369612,-0.47304991679126596,-0.0828552264999163,-0.42919753763947616,0.8785175323072536,-0.5871972628415969,-1.0061029407071638,-0.36180018887451515,2.1471877261705234,1.1551712641652994
2.6631182064565375,-0.47304991679126596,-0.0828552264999163,-0.42919753763947616,0.8785175323072536,-0.5871972628415969,-0.20442729074129617,0.499628832255283,2.1471877261705234,2.346069474644989
-0.7989354619369612,-2.2469871047585137,0.4695129501661911,0.7970811413304554,0.8785175323072536,-0.5871972628415969,0.7575834892177451,-0.36180018887451515,-0.36047677154687635,-0.988445514698142
-0.5326236412913075,-0.47304991679126596,-0.6352234031660238,1.410220480815421,-0.18635220382275053,0.5312737139995393,0.7575834892177451,0.6719146364812428,-0.36047677154687635,-0.5120862305062662
0.0,0.11826247919781663,0.4695129501661911,-1.042336877124442,0.34608266424225154,-1.7056682396827332,-1.0061029407071638,-2.0846582311341115,0.2664393528824736,-0.03572694631439035
1.065247282582615,0.11826247919781663,-0.0828552264999163,0.1839418018454896,-0.18635220382275053,-1.7056682396827332,-0.20442729074129617,-0.36180018887451515,0.8933554773118236,0.6788119799734235
-0.7989354619369612,0.11826247919781663,-1.7399597564982385,0.7970811413304554,0.8785175323072536,-0.5871972628415969,-1.0061029407071638,0.6719146364812428,-2.2412251448349263,-1.464804798890018
-0.26631182064565373,0.11826247919781663,-0.0828552264999163,0.1839418018454896,-0.18635220382275053,-1.7056682396827332,-1.0061029407071638,-1.2232292100043134,0.8933554773118236,-0.03572694631439035
0.7989354619369612,0.11826247919781663,0.4695129501661911,-1.042336877124442,0.34608266424225154,-1.7056682396827332,0.5972483592245714,0.6719146364812428,0.8933554773118236,1.1551712641652994
-0.5326236412913075,-0.47304991679126596,1.574249303498406,-1.042336877124442,-0.18635220382275053,0.5312737139995393,0.7575834892177451,0.499628832255283,-0.9873928959762263,-0.7502658726022041
-1.065247282582615,-0.47304991679126596,1.574249303498406,0.7970811413304554,-1.7836568080177566,0.5312737139995393,-1.0061029407071638,0.499628832255283,-0.9873928959762263,-1.22662515679408
0.0,1.3008872711759818,-2.292327933164346,-0.42919753763947616,1.4109524003722556,0.5312737139995393,1.3989240091904391,-0.36180018887451515,-0.9873928959762263,0.4406323378774855
